,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0,0022300349,1610612745,HOU,Houston,1628415,Dillon Brooks,Dillon,F,,37.000000:40,6.0,12.0,0.5,3.0,7.0,0.429,1.0,2.0,0.5,1.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,16.0,0.0
1,0022300349,1610612745,HOU,Houston,1631095,Jabari Smith Jr.,Jabari,F,,22.000000:42,2.0,7.0,0.286,1.0,4.0,0.25,0.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,2.0,4.0,5.0,-17.0
2,0022300349,1610612745,HOU,Houston,1630578,Alperen Sengun,Alperen,C,,30.000000:31,11.0,20.0,0.55,1.0,3.0,0.333,1.0,2.0,0.5,4.0,4.0,8.0,6.0,1.0,0.0,4.0,5.0,24.0,-3.0
3,0022300349,1610612745,HOU,Houston,1630224,Jalen Green,Jalen,G,,34.000000:15,2.0,12.0,0.167,1.0,4.0,0.25,7.0,7.0,1.0,0.0,6.0,6.0,3.0,1.0,2.0,2.0,2.0,12.0,-15.0
4,0022300349,1610612745,HOU,Houston,1627832,Fred VanVleet,Fred,G,,45.000000:16,9.0,19.0,0.474,4.0,8.0,0.5,5.0,5.0,1.0,0.0,8.0,8.0,17.0,2.0,1.0,2.0,4.0,27.0,2.0
5,0022300349,1610612745,HOU,Houston,201145,Jeff Green,Jeff,,,23.000000:38,6.0,6.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,15.0,16.0
6,0022300349,1610612745,HOU,Houston,1628988,Aaron Holiday,Aaron,,,17.000000:13,5.0,9.0,0.556,2.0,5.0,0.4,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,14.0,2.0
7,0022300349,1610612745,HOU,Houston,1630256,Jae'Sean Tate,Jae'Sean,,,16.000000:18,1.0,4.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,-5.0
8,0022300349,1610612745,HOU,Houston,1631106,Tari Eason,Tari,,,33.000000:17,5.0,13.0,0.385,0.0,2.0,0.0,4.0,5.0,0.8,4.0,4.0,8.0,2.0,4.0,1.0,2.0,4.0,14.0,-1.0
9,0022300349,1610612745,HOU,Houston,1629111,Jock Landale,Jock,,,4.000000:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-4.0
13,0022300349,1610612739,CLE,Cleveland,1630171,Isaac Okoro,Isaac,F,,32.000000:23,4.0,7.0,0.571,1.0,2.0,0.5,2.0,3.0,0.667,4.0,3.0,7.0,6.0,0.0,1.0,0.0,1.0,11.0,-2.0
14,0022300349,1610612739,CLE,Cleveland,1629731,Dean Wade,Dean,F,,21.000000:32,4.0,5.0,0.8,2.0,3.0,0.667,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,12.0,-1.0
15,0022300349,1610612739,CLE,Cleveland,1628386,Jarrett Allen,Jarrett,C,,28.000000:36,3.0,7.0,0.429,0.0,0.0,0.0,4.0,7.0,0.571,2.0,4.0,6.0,2.0,0.0,2.0,1.0,5.0,10.0,-4.0
16,0022300349,1610612739,CLE,Cleveland,1629622,Max Strus,Max,G,,34.000000:15,5.0,13.0,0.385,3.0,9.0,0.333,4.0,5.0,0.8,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,17.0,2.0
17,0022300349,1610612739,CLE,Cleveland,1628378,Donovan Mitchell,Donovan,G,,45.000000:25,14.0,27.0,0.519,4.0,11.0,0.364,5.0,5.0,1.0,0.0,1.0,1.0,6.0,0.0,2.0,2.0,5.0,37.0,4.0
18,0022300349,1610612739,CLE,Cleveland,1641854,Craig Porter Jr.,Craig,,,8.000000:45,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,4.0
19,0022300349,1610612739,CLE,Cleveland,1627747,Caris LeVert,Caris,,,27.000000:30,5.0,13.0,0.385,1.0,6.0,0.167,1.0,2.0,0.5,1.0,6.0,7.0,5.0,2.0,0.0,3.0,0.0,12.0,-3.0
20,0022300349,1610612739,CLE,Cleveland,1630241,Sam Merrill,Sam,,,24.000000:03,6.0,11.0,0.545,5.0,10.0,0.5,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,19.0,13.0
21,0022300349,1610612739,CLE,Cleveland,1627777,Georges Niang,Georges,,,24.000000:49,4.0,10.0,0.4,2.0,6.0,0.333,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,5.0,10.0,10.0
22,0022300349,1610612739,CLE,Cleveland,202684,Tristan Thompson,Tristan,,,17.000000:42,1.0,2.0,0.5,0.0,0.0,0.0,2.0,8.0,0.25,3.0,2.0,5.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0
0,0022300350,1610612746,LAC,LA,202331,Paul George,Paul,F,,31.000000:29,9.0,21.0,0.429,5.0,11.0,0.455,4.0,4.0,1.0,0.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,27.0,22.0
1,0022300350,1610612746,LAC,LA,202695,Kawhi Leonard,Kawhi,F,,26.000000:38,12.0,18.0,0.667,2.0,5.0,0.4,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,28.0,27.0
2,0022300350,1610612746,LAC,LA,1627826,Ivica Zubac,Ivica,C,,26.000000:00,7.0,10.0,0.7,0.0,0.0,0.0,4.0,5.0,0.8,4.0,12.0,16.0,3.0,0.0,3.0,0.0,2.0,18.0,27.0
3,0022300350,1610612746,LAC,LA,1629611,Terance Mann,Terance,G,,28.000000:10,2.0,5.0,0.4,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,10.0
4,0022300350,1610612746,LAC,LA,201935,James Harden,James,G,,28.000000:21,12.0,16.0,0.75,8.0,11.0,0.727,3.0,3.0,1.0,0.0,3.0,3.0,9.0,1.0,1.0,1.0,2.0,35.0,32.0
5,0022300350,1610612746,LAC,LA,201566,Russell Westbrook,Russell,,,17.000000:03,4.0,6.0,0.667,0.0,0.0,0.0,2.0,4.0,0.5,3.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,10.0,-2.0
6,0022300350,1610612746,LAC,LA,1629599,Amir Coffey,Amir,,,18.000000:18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,-9.0
7,0022300350,1610612746,LAC,LA,1628464,Daniel Theis,Daniel,,,21.000000:56,1.0,4.0,0.25,0.0,0.0,0.0,2.0,2.0,1.0,5.0,4.0,9.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0
8,0022300350,1610612746,LAC,LA,1626181,Norman Powell,Norman,,,29.000000:47,6.0,11.0,0.545,4.0,6.0,0.667,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,19.0,23.0
9,0022300350,1610612746,LAC,LA,1641738,Kobe Brown,Kobe,,,6.000000:09,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-5.0
10,0022300350,1610612746,LAC,LA,1630527,Brandon Boston Jr.,Brandon,,,6.000000:09,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,-5.0
12,0022300350,1610612754,IND,Indiana,1627741,Buddy Hield,Buddy,F,,30.000000:03,5.0,9.0,0.556,3.0,7.0,0.429,1.0,2.0,0.5,0.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,14.0,-12.0
13,0022300350,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,F,,30.000000:23,6.0,8.0,0.75,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,2.0,0.0,3.0,14.0,-26.0
14,0022300350,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,C,,24.000000:37,6.0,9.0,0.667,0.0,0.0,0.0,3.0,5.0,0.6,2.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,15.0,-21.0
15,0022300350,1610612754,IND,Indiana,1628971,Bruce Brown,Bruce,G,,20.000000:19,4.0,11.0,0.364,0.0,4.0,0.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,0.0,2.0,4.0,11.0,-26.0
16,0022300350,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,G,,30.000000:57,3.0,12.0,0.25,1.0,5.0,0.2,1.0,2.0,0.5,0.0,2.0,2.0,11.0,0.0,0.0,4.0,1.0,8.0,-37.0
17,0022300350,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,,,26.000000:13,4.0,7.0,0.571,2.0,3.0,0.667,2.0,2.0,1.0,1.0,5.0,6.0,2.0,2.0,3.0,1.0,3.0,12.0,0.0
18,0022300350,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,,,34.000000:41,12.0,20.0,0.6,3.0,7.0,0.429,7.0,7.0,1.0,2.0,4.0,6.0,2.0,1.0,0.0,1.0,3.0,34.0,-11.0
19,0022300350,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,20.000000:17,5.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,8.0,1.0,0.0,0.0,2.0,10.0,16.0
20,0022300350,1610612754,IND,Indiana,1629670,Jordan Nwora,Jordan,,,16.000000:10,4.0,8.0,0.5,1.0,4.0,0.25,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,-5.0
21,0022300350,1610612754,IND,Indiana,201949,James Johnson,James,,,6.000000:20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0
0,0022300351,1610612741,CHI,Chicago,201942,DeMar DeRozan,DeMar,F,,36.000000:51,5.0,15.0,0.333,0.0,0.0,0.0,5.0,6.0,0.833,0.0,4.0,4.0,5.0,4.0,1.0,2.0,1.0,15.0,-5.0
1,0022300351,1610612741,CHI,Chicago,1630172,Patrick Williams,Patrick,F,,36.000000:35,5.0,13.0,0.385,3.0,4.0,0.75,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,13.0,-2.0
2,0022300351,1610612741,CHI,Chicago,202696,Nikola Vucevic,Nikola,C,,33.000000:34,10.0,18.0,0.556,3.0,7.0,0.429,0.0,0.0,0.0,3.0,5.0,8.0,4.0,0.0,2.0,2.0,4.0,23.0,-4.0
3,0022300351,1610612741,CHI,Chicago,1630245,Ayo Dosunmu,Ayo,G,,19.000000:22,1.0,3.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,-23.0
4,0022300351,1610612741,CHI,Chicago,1629632,Coby White,Coby,G,,39.000000:59,9.0,17.0,0.529,2.0,6.0,0.333,4.0,4.0,1.0,1.0,7.0,8.0,9.0,0.0,1.0,2.0,0.0,24.0,0.0
5,0022300351,1610612741,CHI,Chicago,1627936,Alex Caruso,Alex,,,30.000000:31,5.0,8.0,0.625,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,1.0,2.0,2.0,5.0,10.0,18.0
6,0022300351,1610612741,CHI,Chicago,1628975,Jevon Carter,Jevon,,,18.000000:17,4.0,11.0,0.364,4.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,18.0
7,0022300351,1610612741,CHI,Chicago,203083,Andre Drummond,Andre,,,14.000000:23,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,3.0,5.0,8.0,0.0,1.0,1.0,0.0,0.0,5.0,8.0
8,0022300351,1610612741,CHI,Chicago,1631207,Dalen Terry,Dalen,,,10.000000:28,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,10.0
12,0022300351,1610612755,PHI,Philadelphia,201587,Nicolas Batum,Nicolas,F,,26.000000:49,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,2.0,0.0,3.0,7.0
13,0022300351,1610612755,PHI,Philadelphia,202699,Tobias Harris,Tobias,F,,31.000000:42,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,3.0,2.0,1.0,3.0,6.0
14,0022300351,1610612755,PHI,Philadelphia,203954,Joel Embiid,Joel,C,,37.000000:01,15.0,28.0,0.536,2.0,6.0,0.333,8.0,9.0,0.889,1.0,13.0,14.0,6.0,0.0,2.0,4.0,5.0,40.0,-5.0
15,0022300351,1610612755,PHI,Philadelphia,1629001,De'Anthony Melton,De'Anthony,G,,28.000000:56,3.0,5.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,6.0,8.0
16,0022300351,1610612755,PHI,Philadelphia,1630178,Tyrese Maxey,Tyrese,G,,39.000000:13,9.0,23.0,0.391,5.0,11.0,0.455,6.0,6.0,1.0,2.0,3.0,5.0,8.0,1.0,0.0,3.0,3.0,29.0,11.0
17,0022300351,1610612755,PHI,Philadelphia,201976,Patrick Beverley,Patrick,,,19.000000:18,2.0,6.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,4.0,-15.0
18,0022300351,1610612755,PHI,Philadelphia,1626162,Kelly Oubre Jr.,Kelly,,,24.000000:10,2.0,10.0,0.2,1.0,5.0,0.2,1.0,2.0,0.5,0.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,6.0,-10.0
19,0022300351,1610612755,PHI,Philadelphia,203496,Robert Covington,Robert,,,14.000000:30,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,-15.0
20,0022300351,1610612755,PHI,Philadelphia,1630194,Paul Reed,Paul,,,11.000000:51,3.0,5.0,0.6,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0,8.0,-4.0
21,0022300351,1610612755,PHI,Philadelphia,1627863,Danuel House Jr.,Danuel,,,6.000000:30,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0
0,0022300352,1610612765,DET,Detroit,1641709,Ausar Thompson,Ausar,F,,18.000000:55,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,3.0,1.0,0.0,2.0,2.0,2.0,-16.0
1,0022300352,1610612765,DET,Detroit,202711,Bojan Bogdanovic,Bojan,F,,38.000000:60,9.0,17.0,0.529,5.0,9.0,0.556,2.0,3.0,0.667,1.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,25.0,4.0
2,0022300352,1610612765,DET,Detroit,1628963,Marvin Bagley III,Marvin,C,,22.000000:44,7.0,12.0,0.583,0.0,0.0,0.0,3.0,4.0,0.75,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,17.0,-10.0
3,0022300352,1610612765,DET,Detroit,1631093,Jaden Ivey,Jaden,G,,29.000000:03,6.0,13.0,0.462,0.0,2.0,0.0,3.0,5.0,0.6,2.0,6.0,8.0,4.0,0.0,0.0,2.0,6.0,15.0,-12.0
4,0022300352,1610612765,DET,Detroit,1630595,Cade Cunningham,Cade,G,,44.000000:11,16.0,24.0,0.667,3.0,5.0,0.6,8.0,9.0,0.889,1.0,4.0,5.0,7.0,3.0,1.0,3.0,1.0,43.0,-2.0
5,0022300352,1610612765,DET,Detroit,1630587,Isaiah Livers,Isaiah,,,4.000000:25,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
6,0022300352,1610612765,DET,Detroit,1630164,James Wiseman,James,,,24.000000:59,5.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,7.0,2.0,0.0,0.0,2.0,2.0,10.0,4.0
7,0022300352,1610612765,DET,Detroit,202692,Alec Burks,Alec,,,23.000000:15,2.0,11.0,0.182,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,6.0,-5.0
8,0022300352,1610612765,DET,Detroit,1631204,Marcus Sasser,Marcus,,,21.000000:18,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,5.0,10.0
9,0022300352,1610612765,DET,Detroit,203925,Joe Harris,Joe,,,12.000000:12,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0
13,0022300352,1610612737,ATL,Atlanta,1629631,De'Andre Hunter,De'Andre,F,,29.000000:04,7.0,15.0,0.467,5.0,6.0,0.833,0.0,0.0,0.0,1.0,5.0,6.0,2.0,1.0,2.0,4.0,5.0,19.0,9.0
14,0022300352,1610612737,ATL,Atlanta,1630180,Saddiq Bey,Saddiq,F,,42.000000:13,8.0,15.0,0.533,2.0,7.0,0.286,3.0,5.0,0.6,2.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,21.0,9.0
15,0022300352,1610612737,ATL,Atlanta,203991,Clint Capela,Clint,C,,27.000000:48,7.0,11.0,0.636,0.0,0.0,0.0,3.0,3.0,1.0,7.0,8.0,15.0,2.0,1.0,3.0,1.0,3.0,17.0,10.0
16,0022300352,1610612737,ATL,Atlanta,1627749,Dejounte Murray,Dejounte,G,,32.000000:57,8.0,13.0,0.615,3.0,5.0,0.6,1.0,2.0,0.5,0.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,20.0,2.0
17,0022300352,1610612737,ATL,Atlanta,1629027,Trae Young,Trae,G,,37.000000:57,8.0,17.0,0.471,4.0,11.0,0.364,11.0,12.0,0.917,0.0,4.0,4.0,15.0,0.0,0.0,5.0,3.0,31.0,16.0
18,0022300352,1610612737,ATL,Atlanta,1630168,Onyeka Okongwu,Onyeka,,,23.000000:12,5.0,6.0,0.833,0.0,0.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,14.0,0.0
19,0022300352,1610612737,ATL,Atlanta,1629726,Garrison Mathews,Garrison,,,22.000000:36,2.0,5.0,0.4,2.0,5.0,0.4,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,5.0,6.0,-8.0
20,0022300352,1610612737,ATL,Atlanta,202083,Wesley Matthews,Wesley,,,15.000000:24,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,-9.0
21,0022300352,1610612737,ATL,Atlanta,1641754,Seth Lundy,Seth,,,8.000000:49,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
0,0022300353,1610612750,MIN,Minnesota,1630183,Jaden McDaniels,Jaden,F,,29.000000:52,5.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,0.0,3.0,3.0,6.0,10.0,1.0
1,0022300353,1610612750,MIN,Minnesota,1626157,Karl-Anthony Towns,Karl-Anthony,F,,31.000000:36,7.0,14.0,0.5,1.0,4.0,0.25,3.0,3.0,1.0,4.0,4.0,8.0,2.0,1.0,0.0,1.0,3.0,18.0,-3.0
2,0022300353,1610612750,MIN,Minnesota,203497,Rudy Gobert,Rudy,C,,35.000000:19,3.0,8.0,0.375,0.0,0.0,0.0,3.0,4.0,0.75,3.0,13.0,16.0,2.0,2.0,2.0,1.0,2.0,9.0,4.0
3,0022300353,1610612750,MIN,Minnesota,1630162,Anthony Edwards,Anthony,G,,39.000000:59,13.0,25.0,0.52,2.0,9.0,0.222,4.0,4.0,1.0,0.0,8.0,8.0,5.0,3.0,2.0,1.0,1.0,32.0,6.0
4,0022300353,1610612750,MIN,Minnesota,201144,Mike Conley,Mike,G,,32.000000:49,4.0,5.0,0.8,4.0,5.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,4.0,1.0,12.0,4.0
5,0022300353,1610612750,MIN,Minnesota,1629675,Naz Reid,Naz,,,21.000000:07,5.0,13.0,0.385,1.0,6.0,0.167,4.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,15.0,2.0
6,0022300353,1610612750,MIN,Minnesota,203937,Kyle Anderson,Kyle,,,22.000000:18,2.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0
7,0022300353,1610612750,MIN,Minnesota,1629638,Nickeil Alexander-Walker,Nickeil,,,22.000000:07,2.0,5.0,0.4,2.0,4.0,0.5,2.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,8.0,13.0
8,0022300353,1610612750,MIN,Minnesota,1628972,Troy Brown Jr.,Troy,,,4.000000:54,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,-8.0
13,0022300353,1610612748,MIA,Miami,202710,Jimmy Butler,Jimmy,F,,34.000000:20,5.0,12.0,0.417,1.0,3.0,0.333,4.0,6.0,0.667,2.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,15.0,5.0
14,0022300353,1610612748,MIA,Miami,201567,Kevin Love,Kevin,F,,23.000000:38,3.0,7.0,0.429,3.0,7.0,0.429,0.0,0.0,0.0,0.0,10.0,10.0,4.0,1.0,0.0,0.0,2.0,9.0,1.0
15,0022300353,1610612748,MIA,Miami,1628389,Bam Adebayo,Bam,C,,36.000000:28,10.0,22.0,0.455,0.0,0.0,0.0,2.0,3.0,0.667,3.0,3.0,6.0,6.0,1.0,1.0,4.0,3.0,22.0,-3.0
16,0022300353,1610612748,MIA,Miami,1628997,Caleb Martin,Caleb,G,,22.000000:04,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0
17,0022300353,1610612748,MIA,Miami,1629639,Tyler Herro,Tyler,G,,33.000000:05,10.0,18.0,0.556,1.0,6.0,0.167,4.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,25.0,-1.0
18,0022300353,1610612748,MIA,Miami,1631170,Jaime Jaquez Jr.,Jaime,,,30.000000:09,3.0,8.0,0.375,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,3.0,4.0,8.0,-1.0
19,0022300353,1610612748,MIA,Miami,1626196,Josh Richardson,Josh,,,25.000000:56,4.0,6.0,0.667,2.0,4.0,0.5,3.0,3.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,2.0,13.0,-7.0
20,0022300353,1610612748,MIA,Miami,1629130,Duncan Robinson,Duncan,,,22.000000:09,5.0,9.0,0.556,4.0,8.0,0.5,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1.0,0.0,2.0,2.0,14.0,-7.0
21,0022300353,1610612748,MIA,Miami,1629312,Haywood Highsmith,Haywood,,,12.000000:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,-10.0
0,0022300354,1610612766,CHA,Charlotte,1631121,Bryce McGowens,Bryce,F,,32.000000:16,4.0,9.0,0.444,2.0,5.0,0.4,4.0,4.0,1.0,0.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,14.0,-3.0
1,0022300354,1610612766,CHA,Charlotte,1629023,P.J. Washington,P.J.,F,,38.000000:55,5.0,16.0,0.313,3.0,9.0,0.333,2.0,2.0,1.0,1.0,6.0,7.0,5.0,4.0,0.0,2.0,5.0,15.0,-17.0
2,0022300354,1610612766,CHA,Charlotte,1630208,Nick Richards,Nick,C,,32.000000:16,4.0,5.0,0.8,0.0,0.0,0.0,2.0,2.0,1.0,4.0,6.0,10.0,3.0,0.0,0.0,0.0,2.0,10.0,-3.0
3,0022300354,1610612766,CHA,Charlotte,1641706,Brandon Miller,Brandon,G,,36.000000:41,6.0,16.0,0.375,0.0,5.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,3.0,14.0,-6.0
4,0022300354,1610612766,CHA,Charlotte,1626179,Terry Rozier,Terry,G,,32.000000:05,9.0,20.0,0.45,2.0,8.0,0.25,2.0,2.0,1.0,1.0,2.0,3.0,7.0,3.0,1.0,3.0,4.0,22.0,-3.0
5,0022300354,1610612766,CHA,Charlotte,1630550,JT Thor,JT,,,13.000000:34,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0
6,0022300354,1610612766,CHA,Charlotte,202397,Ish Smith,Ish,,,22.000000:55,4.0,10.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,-21.0
7,0022300354,1610612766,CHA,Charlotte,1641733,Nick Smith Jr.,Nick,,,20.000000:03,3.0,9.0,0.333,1.0,5.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,7.0,-12.0
8,0022300354,1610612766,CHA,Charlotte,1641778,Leaky Black,Leaky,,,11.000000:15,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,-12.0
12,0022300354,1610612761,TOR,Toronto,1630567,Scottie Barnes,Scottie,F,,38.000000:37,7.0,14.0,0.5,1.0,2.0,0.5,7.0,7.0,1.0,5.0,12.0,17.0,7.0,0.0,3.0,5.0,3.0,22.0,22.0
13,0022300354,1610612761,TOR,Toronto,1627783,Pascal Siakam,Pascal,F,,35.000000:59,11.0,16.0,0.688,0.0,1.0,0.0,5.0,6.0,0.833,4.0,4.0,8.0,8.0,1.0,0.0,2.0,1.0,27.0,2.0
14,0022300354,1610612761,TOR,Toronto,1627751,Jakob Poeltl,Jakob,C,,15.000000:18,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,4.0,-12.0
15,0022300354,1610612761,TOR,Toronto,1628384,OG Anunoby,OG,G,,32.000000:16,2.0,10.0,0.2,0.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,5.0,3.0
16,0022300354,1610612761,TOR,Toronto,203471,Dennis Schroder,Dennis,G,,34.000000:12,4.0,6.0,0.667,3.0,5.0,0.6,2.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,13.0,12.0
