,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
2,0022300312,1610612766,CHA,Charlotte,1630208,Nick Richards,Nick,C,,39.000000:53,3.0,5.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,10.0,0.0,0.0,4.0,2.0,1.0,6.0,-8.0
3,0022300312,1610612766,CHA,Charlotte,1641706,Brandon Miller,Brandon,G,,38.000000:35,7.0,16.0,0.438,4.0,10.0,0.4,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,5.0,3.0,18.0,-4.0
4,0022300312,1610612766,CHA,Charlotte,1626179,Terry Rozier,Terry,G,,37.000000:17,10.0,14.0,0.714,5.0,6.0,0.833,3.0,3.0,1.0,0.0,3.0,3.0,7.0,4.0,1.0,1.0,2.0,28.0,-15.0
5,0022300312,1610612766,CHA,Charlotte,1629023,P.J. Washington,P.J.,,,3.000000:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
6,0022300312,1610612766,CHA,Charlotte,202397,Ish Smith,Ish,,,17.000000:08,3.0,5.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,3.0,6.0,-5.0
7,0022300312,1610612766,CHA,Charlotte,1631121,Bryce McGowens,Bryce,,,18.000000:17,2.0,4.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,7.0,-9.0
8,0022300312,1610612766,CHA,Charlotte,1630550,JT Thor,JT,,,16.000000:03,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,-19.0
12,0022300312,1610612748,MIA,Miami,202710,Jimmy Butler,Jimmy,F,,29.000000:14,4.0,8.0,0.5,0.0,0.0,0.0,7.0,7.0,1.0,2.0,5.0,7.0,10.0,1.0,0.0,4.0,1.0,15.0,19.0
13,0022300312,1610612748,MIA,Miami,1628997,Caleb Martin,Caleb,F,,36.000000:20,4.0,13.0,0.308,1.0,3.0,0.333,0.0,0.0,0.0,3.0,3.0,6.0,4.0,0.0,1.0,4.0,2.0,9.0,5.0
14,0022300312,1610612748,MIA,Miami,1631115,Orlando Robinson,Orlando,C,,12.000000:18,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,3.0,2.0,6.0,3.0
15,0022300312,1610612748,MIA,Miami,1629130,Duncan Robinson,Duncan,G,,40.000000:22,7.0,11.0,0.636,6.0,9.0,0.667,3.0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,4.0,2.0,23.0,15.0
16,0022300312,1610612748,MIA,Miami,200768,Kyle Lowry,Kyle,G,,24.000000:01,5.0,5.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,17.0,14.0
17,0022300312,1610612748,MIA,Miami,1631170,Jaime Jaquez Jr.,Jaime,,,33.000000:10,7.0,16.0,0.438,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,8.0,1.0,0.0,2.0,0.0,17.0,-3.0
18,0022300312,1610612748,MIA,Miami,1631288,Jamal Cain,Jamal,,,28.000000:53,5.0,12.0,0.417,2.0,6.0,0.333,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,14.0,-6.0
19,0022300312,1610612748,MIA,Miami,201567,Kevin Love,Kevin,,,20.000000:00,1.0,9.0,0.111,0.0,6.0,0.0,1.0,2.0,0.5,0.0,8.0,8.0,1.0,2.0,1.0,2.0,1.0,3.0,10.0
20,0022300312,1610612748,MIA,Miami,1628418,Thomas Bryant,Thomas,,,15.000000:42,5.0,7.0,0.714,0.0,0.0,0.0,1.0,1.0,1.0,6.0,3.0,9.0,0.0,0.0,0.0,1.0,2.0,11.0,-2.0
0,0022300313,1610612737,ATL,Atlanta,202083,Wesley Matthews,Wesley,F,,13.000000:40,1.0,6.0,0.167,1.0,4.0,0.25,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,5.0,-11.0
1,0022300313,1610612737,ATL,Atlanta,1630180,Saddiq Bey,Saddiq,F,,38.000000:28,5.0,14.0,0.357,0.0,5.0,0.0,2.0,3.0,0.667,3.0,7.0,10.0,2.0,2.0,0.0,1.0,1.0,12.0,-3.0
2,0022300313,1610612737,ATL,Atlanta,203991,Clint Capela,Clint,C,,34.000000:02,7.0,12.0,0.583,0.0,0.0,0.0,3.0,4.0,0.75,6.0,4.0,10.0,1.0,0.0,3.0,0.0,3.0,17.0,-17.0
3,0022300313,1610612737,ATL,Atlanta,1627749,Dejounte Murray,Dejounte,G,,34.000000:02,8.0,17.0,0.471,4.0,9.0,0.444,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,2.0,0.0,2.0,20.0,-17.0
4,0022300313,1610612737,ATL,Atlanta,1629027,Trae Young,Trae,G,,39.000000:14,13.0,27.0,0.481,4.0,9.0,0.444,5.0,6.0,0.833,0.0,4.0,4.0,17.0,0.0,1.0,5.0,3.0,35.0,0.0
5,0022300313,1610612737,ATL,Atlanta,203992,Bogdan Bogdanovic,Bogdan,,,32.000000:15,7.0,13.0,0.538,4.0,7.0,0.571,2.0,3.0,0.667,1.0,2.0,3.0,5.0,4.0,0.0,1.0,4.0,20.0,5.0
6,0022300313,1610612737,ATL,Atlanta,1630168,Onyeka Okongwu,Onyeka,,,29.000000:44,5.0,9.0,0.556,3.0,5.0,0.6,0.0,0.0,0.0,2.0,6.0,8.0,1.0,0.0,2.0,0.0,0.0,13.0,5.0
7,0022300313,1610612737,ATL,Atlanta,1629726,Garrison Mathews,Garrison,,,18.000000:35,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,6.0,3.0
12,0022300313,1610612761,TOR,Toronto,1628384,OG Anunoby,OG,F,,36.000000:38,10.0,13.0,0.769,2.0,5.0,0.4,0.0,0.0,0.0,2.0,3.0,5.0,3.0,1.0,0.0,2.0,4.0,22.0,17.0
13,0022300313,1610612761,TOR,Toronto,1627783,Pascal Siakam,Pascal,F,,36.000000:15,12.0,19.0,0.632,5.0,6.0,0.833,4.0,7.0,0.571,1.0,6.0,7.0,7.0,0.0,0.0,2.0,0.0,33.0,15.0
14,0022300313,1610612761,TOR,Toronto,1627751,Jakob Poeltl,Jakob,C,,31.000000:54,5.0,8.0,0.625,0.0,0.0,0.0,5.0,8.0,0.625,4.0,9.0,13.0,6.0,0.0,3.0,1.0,4.0,15.0,12.0
15,0022300313,1610612761,TOR,Toronto,1630567,Scottie Barnes,Scottie,G,,34.000000:02,11.0,14.0,0.786,3.0,4.0,0.75,2.0,3.0,0.667,1.0,9.0,10.0,6.0,0.0,1.0,3.0,3.0,27.0,7.0
16,0022300313,1610612761,TOR,Toronto,203471,Dennis Schroder,Dennis,G,,36.000000:55,5.0,11.0,0.455,3.0,4.0,0.75,4.0,4.0,1.0,0.0,3.0,3.0,7.0,1.0,1.0,2.0,5.0,17.0,15.0
17,0022300313,1610612761,TOR,Toronto,1629018,Gary Trent Jr.,Gary,,,20.000000:04,4.0,11.0,0.364,4.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,-8.0
18,0022300313,1610612761,TOR,Toronto,1630173,Precious Achiuwa,Precious,,,17.000000:03,2.0,5.0,0.4,1.0,3.0,0.333,2.0,2.0,1.0,1.0,6.0,7.0,1.0,1.0,2.0,2.0,0.0,7.0,-5.0
19,0022300313,1610612761,TOR,Toronto,1630201,Malachi Flynn,Malachi,,,17.000000:28,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,2.0,2.0,0.0,-8.0
20,0022300313,1610612761,TOR,Toronto,1628449,Chris Boucher,Chris,,,9.000000:41,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-10.0
0,0022300314,1610612763,MEM,Memphis,1631223,David Roddy,David,F,,32.000000:11,3.0,14.0,0.214,2.0,7.0,0.286,1.0,2.0,0.5,1.0,5.0,6.0,4.0,1.0,0.0,1.0,1.0,9.0,1.0
1,0022300314,1610612763,MEM,Memphis,1628991,Jaren Jackson Jr.,Jaren,F,,39.000000:59,15.0,24.0,0.625,3.0,8.0,0.375,11.0,13.0,0.846,1.0,6.0,7.0,2.0,4.0,1.0,3.0,4.0,44.0,-1.0
2,0022300314,1610612763,MEM,Memphis,202687,Bismack Biyombo,Bismack,C,,23.000000:59,1.0,2.0,0.5,0.0,0.0,0.0,1.0,6.0,0.167,1.0,5.0,6.0,1.0,0.0,0.0,2.0,5.0,3.0,-2.0
3,0022300314,1610612763,MEM,Memphis,1631246,Vince Williams Jr.,Vince,G,,27.000000:47,2.0,5.0,0.4,2.0,4.0,0.5,4.0,6.0,0.667,1.0,6.0,7.0,1.0,1.0,0.0,0.0,6.0,10.0,-3.0
4,0022300314,1610612763,MEM,Memphis,201565,Derrick Rose,Derrick,G,,30.000000:42,7.0,14.0,0.5,1.0,4.0,0.25,4.0,4.0,1.0,1.0,3.0,4.0,6.0,0.0,1.0,1.0,4.0,19.0,-14.0
5,0022300314,1610612763,MEM,Memphis,1630533,Ziaire Williams,Ziaire,,,25.000000:46,1.0,8.0,0.125,0.0,6.0,0.0,3.0,3.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,2.0,5.0,-4.0
6,0022300314,1610612763,MEM,Memphis,1629669,Jaylen Nowell,Jaylen,,,8.000000:21,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-5.0
7,0022300314,1610612763,MEM,Memphis,1630583,Santi Aldama,Santi,,,15.000000:44,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,4.0,7.0,-11.0
8,0022300314,1610612763,MEM,Memphis,1629723,John Konchar,John,,,7.000000:07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-13.0
9,0022300314,1610612763,MEM,Memphis,1631222,Jake LaRavia,Jake,,,15.000000:26,2.0,6.0,0.333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,4.0,-14.0
10,0022300314,1610612763,MEM,Memphis,1631367,Jacob Gilyard,Jacob,,,12.000000:58,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0
13,0022300314,1610612745,HOU,Houston,1628415,Dillon Brooks,Dillon,F,,28.000000:07,4.0,8.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,6.0,11.0,12.0
14,0022300314,1610612745,HOU,Houston,1631095,Jabari Smith Jr.,Jabari,F,,30.000000:23,7.0,10.0,0.7,3.0,5.0,0.6,3.0,6.0,0.5,2.0,8.0,10.0,1.0,1.0,1.0,1.0,2.0,20.0,11.0
15,0022300314,1610612745,HOU,Houston,1630578,Alperen Sengun,Alperen,C,,24.000000:14,2.0,8.0,0.25,0.0,1.0,0.0,5.0,6.0,0.833,1.0,9.0,10.0,2.0,0.0,0.0,2.0,4.0,9.0,-10.0
16,0022300314,1610612745,HOU,Houston,1630224,Jalen Green,Jalen,G,,23.000000:59,2.0,12.0,0.167,0.0,5.0,0.0,4.0,4.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,8.0,-1.0
17,0022300314,1610612745,HOU,Houston,1627832,Fred VanVleet,Fred,G,,39.000000:02,2.0,8.0,0.25,0.0,3.0,0.0,7.0,9.0,0.778,0.0,5.0,5.0,9.0,3.0,0.0,3.0,4.0,11.0,18.0
18,0022300314,1610612745,HOU,Houston,1630256,Jae'Sean Tate,Jae'Sean,,,23.000000:08,4.0,9.0,0.444,1.0,4.0,0.25,1.0,3.0,0.333,3.0,4.0,7.0,3.0,1.0,0.0,0.0,1.0,10.0,-4.0
19,0022300314,1610612745,HOU,Houston,1628988,Aaron Holiday,Aaron,,,14.000000:19,2.0,6.0,0.333,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,6.0,-9.0
20,0022300314,1610612745,HOU,Houston,1629111,Jock Landale,Jock,,,10.000000:24,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0
21,0022300314,1610612745,HOU,Houston,1631106,Tari Eason,Tari,,,26.000000:48,10.0,16.0,0.625,3.0,4.0,0.75,2.0,4.0,0.5,6.0,8.0,14.0,1.0,1.0,1.0,3.0,2.0,25.0,19.0
22,0022300314,1610612745,HOU,Houston,203493,Reggie Bullock Jr.,Reggie,,,6.000000:27,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
23,0022300314,1610612745,HOU,Houston,201145,Jeff Green,Jeff,,,13.000000:09,3.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,9.0,10.0
0,0022300315,1610612754,IND,Indiana,1628971,Bruce Brown,Bruce,F,,27.000000:09,4.0,10.0,0.4,0.0,3.0,0.0,1.0,4.0,0.25,3.0,5.0,8.0,9.0,2.0,0.0,1.0,2.0,9.0,2.0
1,0022300315,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,F,,19.000000:34,2.0,7.0,0.286,1.0,3.0,0.333,0.0,0.0,0.0,3.0,4.0,7.0,1.0,0.0,1.0,0.0,6.0,5.0,-6.0
2,0022300315,1610612754,IND,Indiana,1626167,Myles Turner,Myles,C,,32.000000:36,8.0,14.0,0.571,2.0,2.0,1.0,4.0,4.0,1.0,4.0,5.0,9.0,0.0,0.0,2.0,2.0,4.0,22.0,-5.0
3,0022300315,1610612754,IND,Indiana,1627741,Buddy Hield,Buddy,G,,26.000000:40,3.0,9.0,0.333,1.0,6.0,0.167,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,7.0,-10.0
4,0022300315,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,G,,30.000000:38,8.0,16.0,0.5,1.0,4.0,0.25,5.0,7.0,0.714,1.0,4.0,5.0,7.0,0.0,0.0,3.0,0.0,22.0,-14.0
5,0022300315,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,,,24.000000:45,2.0,8.0,0.25,0.0,3.0,0.0,10.0,10.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,14.0,-15.0
6,0022300315,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,,,25.000000:28,5.0,11.0,0.455,2.0,7.0,0.286,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,12.0,-20.0
7,0022300315,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,,,13.000000:09,3.0,4.0,0.75,0.0,0.0,0.0,3.0,4.0,0.75,0.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,9.0,-4.0
8,0022300315,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,16.000000:14,4.0,9.0,0.444,0.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,2.0,0.0,3.0,1.0,9.0,-12.0
9,0022300315,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,,,6.000000:05,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,2.0
10,0022300315,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,,,5.000000:54,3.0,6.0,0.5,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,4.0
11,0022300315,1610612754,IND,Indiana,1631131,Oscar Tshiebwe,Oscar,,,5.000000:54,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
12,0022300315,1610612754,IND,Indiana,1629670,Jordan Nwora,Jordan,,,5.000000:54,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0
13,0022300315,1610612749,MIL,Milwaukee,203114,Khris Middleton,Khris,F,,29.000000:04,6.0,11.0,0.545,1.0,3.0,0.333,1.0,1.0,1.0,1.0,8.0,9.0,7.0,1.0,0.0,1.0,3.0,14.0,14.0
14,0022300315,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,Giannis,F,,37.000000:13,20.0,28.0,0.714,0.0,3.0,0.0,24.0,32.0,0.75,3.0,11.0,14.0,3.0,4.0,1.0,4.0,1.0,64.0,29.0
15,0022300315,1610612749,MIL,Milwaukee,201572,Brook Lopez,Brook,C,,33.000000:09,1.0,6.0,0.167,0.0,2.0,0.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,6.0,1.0,5.0,6.0,1.0
16,0022300315,1610612749,MIL,Milwaukee,1627736,Malik Beasley,Malik,G,,35.000000:40,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,0.0,4.0,2.0,6.0,2.0,2.0,1.0,0.0,3.0,7.0,20.0
17,0022300315,1610612749,MIL,Milwaukee,203081,Damian Lillard,Damian,G,,35.000000:39,6.0,14.0,0.429,2.0,8.0,0.25,7.0,9.0,0.778,0.0,4.0,4.0,6.0,1.0,0.0,4.0,2.0,21.0,15.0
18,0022300315,1610612749,MIL,Milwaukee,1626171,Bobby Portis,Bobby,,,22.000000:58,8.0,13.0,0.615,3.0,4.0,0.75,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,19.0,16.0
19,0022300315,1610612749,MIL,Milwaukee,1630699,MarJon Beauchamp,MarJon,,,14.000000:56,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,6.0,-3.0
20,0022300315,1610612749,MIL,Milwaukee,1641748,Andre Jackson Jr.,Andre,,,13.000000:38,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0
21,0022300315,1610612749,MIL,Milwaukee,1626166,Cameron Payne,Cameron,,,13.000000:43,0.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,4.0
22,0022300315,1610612749,MIL,Milwaukee,201577,Robin Lopez,Robin,,,1.000000:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.0
23,0022300315,1610612749,MIL,Milwaukee,203648,Thanasis Antetokounmpo,Thanasis,,,1.000000:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.0
24,0022300315,1610612749,MIL,Milwaukee,1631260,AJ Green,AJ,,,1.000000:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0
0,0022300316,1610612747,LAL,Los Angeles,1629629,Cam Reddish,Cam,F,,24.000000:20,4.0,7.0,0.571,2.0,3.0,0.667,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,10.0,12.0
1,0022300316,1610612747,LAL,Los Angeles,1629060,Rui Hachimura,Rui,F,,24.000000:13,6.0,10.0,0.6,1.0,2.0,0.5,0.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,1.0,3.0,2.0,13.0,15.0
2,0022300316,1610612747,LAL,Los Angeles,203076,Anthony Davis,Anthony,C,,37.000000:40,13.0,23.0,0.565,2.0,3.0,0.667,9.0,12.0,0.75,1.0,9.0,10.0,1.0,4.0,0.0,2.0,3.0,37.0,5.0
3,0022300316,1610612747,LAL,Los Angeles,1627752,Taurean Prince,Taurean,G,,32.000000:17,6.0,12.0,0.5,4.0,10.0,0.4,1.0,2.0,0.5,1.0,4.0,5.0,5.0,2.0,1.0,3.0,1.0,17.0,3.0
4,0022300316,1610612747,LAL,Los Angeles,1626156,D'Angelo Russell,D'Angelo,G,,32.000000:33,6.0,13.0,0.462,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,10.0,3.0,0.0,3.0,4.0,12.0,-6.0
5,0022300316,1610612747,LAL,Los Angeles,1629020,Jarred Vanderbilt,Jarred,,,16.000000:49,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,-2.0
6,0022300316,1610612747,LAL,Los Angeles,1626174,Christian Wood,Christian,,,21.000000:26,4.0,7.0,0.571,1.0,3.0,0.333,0.0,2.0,0.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,2.0,9.0,-13.0
7,0022300316,1610612747,LAL,Los Angeles,1630559,Austin Reaves,Austin,,,29.000000:11,6.0,10.0,0.6,3.0,6.0,0.5,0.0,0.0,0.0,2.0,2.0,4.0,8.0,1.0,0.0,1.0,2.0,15.0,-9.0
8,0022300316,1610612747,LAL,Los Angeles,1631108,Max Christie,Max,,,14.000000:10,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,2.0,0.0,3.0,8.0
9,0022300316,1610612747,LAL,Los Angeles,1629637,Jaxson Hayes,Jaxson,,,7.000000:21,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0
13,0022300316,1610612759,SAS,San Antonio,1630170,Devin Vassell,Devin,F,,35.000000:03,5.0,15.0,0.333,1.0,7.0,0.143,2.0,2.0,1.0,0.0,5.0,5.0,4.0,2.0,0.0,2.0,0.0,13.0,5.0
14,0022300316,1610612759,SAS,San Antonio,1629640,Keldon Johnson,Keldon,F,,35.000000:41,10.0,14.0,0.714,4.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,5.0,8.0,0.0,0.0,1.0,3.0,28.0,1.0
15,0022300316,1610612759,SAS,San Antonio,1641705,Victor Wembanyama,Victor,C,,32.000000:29,11.0,21.0,0.524,4.0,5.0,0.8,4.0,7.0,0.571,4.0,9.0,13.0,2.0,3.0,6.0,5.0,6.0,30.0,-5.0
16,0022300316,1610612759,SAS,San Antonio,1631103,Malaki Branham,Malaki,G,,28.000000:23,8.0,13.0,0.615,2.0,5.0,0.4,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,1.0,19.0,3.0
17,0022300316,1610612759,SAS,San Antonio,1631110,Jeremy Sochan,Jeremy,G,,29.000000:17,2.0,9.0,0.222,1.0,4.0,0.25,0.0,2.0,0.0,4.0,4.0,8.0,5.0,0.0,0.0,3.0,3.0,5.0,-4.0
18,0022300316,1610612759,SAS,San Antonio,1630200,Tre Jones,Tre,,,22.000000:13,3.0,5.0,0.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,6.0,-11.0
19,0022300316,1610612759,SAS,San Antonio,1626224,Cedi Osman,Cedi,,,16.000000:40,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,5.0,9.0
20,0022300316,1610612759,SAS,San Antonio,203926,Doug McDermott,Doug,,,15.000000:03,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,-9.0
21,0022300316,1610612759,SAS,San Antonio,1628380,Zach Collins,Zach,,,18.000000:45,3.0,8.0,0.375,2.0,3.0,0.667,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,10.0,-2.0
22,0022300316,1610612759,SAS,San Antonio,1630577,Julian Champagnie,Julian,,,6.000000:26,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0
0,0022300317,1610612751,BKN,Brooklyn,1628969,Mikal Bridges,Mikal,F,,38.000000:32,7.0,19.0,0.368,3.0,9.0,0.333,4.0,5.0,0.8,0.0,3.0,3.0,2.0,1.0,0.0,0.0,3.0,21.0,0.0
1,0022300317,1610612751,BKN,Brooklyn,1629661,Cameron Johnson,Cameron,F,,34.000000:12,5.0,10.0,0.5,3.0,7.0,0.429,2.0,2.0,1.0,1.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,15.0,2.0
2,0022300317,1610612751,BKN,Brooklyn,1629651,Nic Claxton,Nic,C,,33.000000:24,6.0,10.0,0.6,1.0,1.0,1.0,1.0,2.0,0.5,0.0,7.0,7.0,1.0,0.0,1.0,0.0,4.0,14.0,-6.0
3,0022300317,1610612751,BKN,Brooklyn,1630560,Cam Thomas,Cam,G,,28.000000:00,6.0,17.0,0.353,4.0,8.0,0.5,8.0,8.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,24.0,-5.0
4,0022300317,1610612751,BKN,Brooklyn,203915,Spencer Dinwiddie,Spencer,G,,35.000000:13,6.0,11.0,0.545,2.0,5.0,0.4,2.0,4.0,0.5,2.0,6.0,8.0,7.0,2.0,0.0,2.0,4.0,16.0,-10.0
5,0022300317,1610612751,BKN,Brooklyn,1630549,Day'Ron Sharpe,Day'Ron,,,7.000000:40,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-6.0
6,0022300317,1610612751,BKN,Brooklyn,1627827,Dorian Finney-Smith,Dorian,,,25.000000:29,4.0,9.0,0.444,0.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,2.0,0.0,2.0,3.0,8.0,15.0
7,0022300317,1610612751,BKN,Brooklyn,1626220,Royce O'Neale,Royce,,,19.000000:13,3.0,5.0,0.6,2.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,8.0,19.0
8,0022300317,1610612751,BKN,Brooklyn,1630570,Trendon Watford,Trendon,,,18.000000:17,3.0,5.0,0.6,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,11.0
12,0022300317,1610612756,PHX,Phoenix,201142,Kevin Durant,Kevin,F,,37.000000:59,9.0,18.0,0.5,1.0,5.0,0.2,8.0,10.0,0.8,1.0,5.0,6.0,4.0,1.0,2.0,2.0,3.0,27.0,0.0
